Time;Cube Type;Cube Pos;;;Cube Rot;;;Controller Pos;;;Controller Rot;;;Controller Velocity;;;Controller Acceleration;;;Controller Angular Velocity;;;Controller Angular Acceleration;;
168,5146;1;0;0;-45,56776;0;0;225;0,0324399;1,210107;0,3657787;39,09444;16,04066;1,916945;-0,8454043;0,3924067;0,8610298;-9,543659;18,38911;8,529412;-4,736114;-3,220584;0,245574;-94,01979;-68,36774;61,33746
169,9773;1;0;0;-45,53395;0;0;225;-0,04023828;1,864527;0,4535201;334,5352;8,282912;68,44106;-0,9366024;1,83188;-0,5561122;3,358813;-2,750636;-11,40105;-4,519391;4,623773;-0,3272406;35,46151;67,31924;-21,15786
170,516;1;0;0;-45,73263;0;0;270;-0,02237638;1,824966;0,2554719;350,1476;15,4166;60,79443;-1,43053;0,3025503;0,146309;-14,18999;9,491255;-5,966417;-8,221459;-1,632627;-1,859629;-144,5845;57,43958;-21,64539
170,9776;1;0;0;-45,65005;0;0;180;-0,05425061;1,618374;0,3285796;16,09477;9,95137;73,37737;-0,03729143;1,418122;0,7497826;1,07635;22,02663;-0,1604766;-3,122512;9,034776;-0,8488522;-57,75636;160,0212;-32,03221
171,0147;1;0;0;-45,72644;0;0;180;-0,0494282;1,709215;0,3430917;341,2444;16,01345;61,51268;0,07245778;1,96729;0,3911358;4,263923;3,203445;-19,33467;-3,887382;13,12993;-2,545006;0,2176154;93,3991;-64,55155
171,7909;1;0;0;-45,44392;0;0;0;-0,03326504;1,390657;0,3399229;13,3766;11,0679;35,93987;-0,006932239;-1,352639;-0,1726374;1,185545;-17,19288;-1,043904;2,42058;-2,717263;0,0681171;75,52322;-68,15105;-11,05205
172,2152;1;0;0;-45,44727;0;0;0;-0,04080414;1,377295;0,3718733;17,43355;6,636446;34,11841;0,01728748;-1,040345;0,1076038;1,830143;-21,80696;0,8962352;4,443547;-2,562866;0,1803446;167,7866;-54,19523;8,01002
174,9901;1;0;0;-45,16061;0;0;0;-0,02525133;1,789555;0,4780026;339,9684;15,5133;52,48868;0,06371307;-1,237383;0,8824931;-1,438543;-21,45922;-1,310239;3,000556;-3,849084;0,5868691;40,44823;-68,30988;-27,83429
175,0269;1;0;0;-45,23558;0;0;0;-0,02807531;1,691842;0,501074;0,9077168;13,91502;58,11111;-0,02456856;-2,021394;0,7117559;-3,257727;-21,40948;-9,170647;4,027524;-6,872444;1,193206;26,44607;-85,88003;28,11776
175,0655;1;0;0;-45,31031;0;0;0;-0,03592974;1,567165;0,4934334;25,29316;15,35409;68,52892;-0,138871;-2,716341;0,1731133;-2,648769;-12,89494;-18,98295;4,605456;-9,066824;2,406971;16,70753;-45,14825;36,24454
175,5894;1;0;0;-45,46739;0;0;45,00002;0,1614825;1,843861;0,3498468;342,7752;31,51593;14,10171;2,600726;0,5879112;-0,2509293;5,428223;-22,11504;-7,582863;1,84148;9,299499;-0,1117737;75,81085;2,764199;11,49444
176,8468;1;0;0;-45,43909;0;0;225;0,2795946;1,851078;0,5187377;323,239;40,76578;53,13243;-0,6535684;2,193833;0,1735964;-7,671742;-1,753221;-15,50317;-4,68609;7,437015;-2,694192;-1,538081;1,127009;-21,7238
179,9265;1;0;0;-45,35443;0;0;0;-0,3902108;1,614654;0,4360563;4,155503;358,9738;48,65641;-0,3559087;-0,7573322;0,1185695;-0,2310677;-18,07264;-0,2008497;1,690087;-2,743637;0,3290236;45,35347;-67,77267;-17,29086
182,1769;1;0;0;-45,49651;0;0;315;0,01373888;1,649591;0,2770929;4,9727;15,22767;27,35554;-0,9361726;0,2502541;0,4025514;-17,89712;-15,03977;-1,730842;-0,0256472;-6,657197;1,795424;30,86026;-148,2055;38,91305
182,4523;1;0;0;-45,24717;0;0;315;0,02669421;1,643512;0,1895938;17,33298;10,3425;33,4986;0,427375;0,03605934;-0,06878307;-11,40328;-6,940419;3,884653;1,67186;-0,2318734;1,189087;52,81572;-64,03231;47,36026
184,1271;1;0;0;-45,62706;0;0;270;0,4295263;1,51878;0,3950675;15,14033;36,39369;2,878116;-0,8640584;0,1109974;1,074035;-16,29538;1,133947;2,638352;-0,3441515;-5,37882;1,639356;-2,853845;-126,5676;36,45809
185,2786;1;0;0;-45,50364;0;0;0;-0,05042296;1,78068;0,4455765;341,0988;16,24154;52,33758;-0,2485409;-1,021084;0,716779;-2,933499;-30,79208;5,319585;3,374253;-6,953562;-1,121308;85,06651;-261,7375;4,615458
185,3039;1;0;0;-45,55875;0;0;0;-0,05980456;1,707682;0,4613422;4,637573;14,12028;60,02941;-0,3042895;-1,831291;0,6777654;-1,398158;-29,89355;-9,003263;4,878225;-10,58969;1,038586;57,85895;-124,5687;90,38622
185,3557;1;0;0;-45,66159;0;0;0;-0,0758702;1,533169;0,4341175;39,14881;16,77788;74,91968;-0,3192586;-2,903298;-0,2083492;0,03640892;-10,98556;-22,38182;3,982615;-11,44273;1,932122;-37,89279;0,9563903;-41,2513
188,2534;1;0;0;-45,42914;0;0;315;0,06161845;1,852893;0,4228688;342,0337;17,76307;49,12439;-1,200349;0,01837607;0,7054777;-10,39432;-10,62453;-5,088153;-2,69907;-5,934016;4,422453;-41,215;-108,624;25,10825
188,8275;1;0;0;-45,34801;0;0;0;0,2772881;1,366438;0,3960873;15,94791;29,16472;38,33753;0,6480013;-2,196467;-0,1532119;-2,892678;-12,40787;-5,033964;6,267266;-3,144825;-0,5509636;104,3351;-69,39604;17,08604
189,4396;1;0;0;-45,52113;0;0;0;0,050111;1,853747;0,3842212;335,1258;5,470201;73,11383;-0,9285881;-1,357307;0,6791195;2,368568;-28,41809;1,315752;-0,08037329;-8,320001;2,271065;24,9689;-132,0731;33,76852
189,49;1;0;0;-45,61748;0;0;0;0,02697589;1,681556;0,3969078;15,58956;8,505141;85,63959;-0,5797496;-2,757236;0,3569506;8,883136;-25,21295;-15,31933;2,201297;-12,87547;2,363044;70,56948;-109,9239;-22,12272
189,5163;1;0;0;-45,67362;0;0;0;0,02318144;1,579564;0,3744429;34,53994;13,11727;90,06576;-0,410561;-3,274579;-0,1515271;3,731607;-12,39784;-22,48229;2,28381;-13,20741;1,059165;-1,729519;-2,731658;-51,22628
190,3539;1;0;0;-45,47602;0;0;225;-0,002849821;1,814464;0,4280574;349,706;16,06997;99,57459;-0,8998956;1,956895;-0,1493463;-0,8764848;6,078543;-11,63827;-1,614107;6,000169;-1,108142;1,749759;52,79395;-45,93993
191,5144;1;0;0;-45,71687;0;0;90;-0,04337303;1,271057;0,3284602;36,09256;7,986585;10,19162;1,205637;-0,3258813;0,5116318;17,16782;0,9061509;-8,372977;0,1496178;9,570718;-3,541845;21,79863;122,5311;-5,857506
192,516;1;0;0;-45,5086;0;0;315;0,3260484;1,790574;0,4058312;343,2514;33,08051;46,08464;-0,3522325;-0,8120903;0,7885736;-5,083423;-16,43183;5,202717;-1,214406;-6,499763;1,930441;-16,28026;-217,8693;-73,03507
193,0663;1;0;0;-45,56112;0;0;180;0,3815309;1,302577;0,3823401;36,4413;44,65072;114,2858;0,7194278;1,401451;1,298954;-0,04234239;25,30799;11,64562;1,022051;7,43245;-2,149096;-9,585643;128,7655;-143,3076
193,1031;1;0;0;-45,63888;0;0;180;0,404363;1,413434;0,4422368;6,537555;40,70549;94,62827;0,6217083;2,36858;1,326317;-7,087884;24,42299;-12,57112;0,7735844;11,71478;-4,673534;-6,560575;102,6153;-55,98932
193,1661;1;0;0;-45,75953;0;0;180;0,3902814;1,612136;0,4477656;333,2492;41,03633;80,59659;-0,1554231;2,845721;0,1216178;-12,59435;-6,460402;-16,16553;-0,8575537;9,9614;-2,028003;-25,42069;-58,7571;42,68029
193,6555;1;0;0;-45,37006;0;0;225;-0,07468764;1,606114;0,4363471;7,881267;2,487305;90,28556;-2,060028;1,229329;0,03943894;-5,268961;16,72701;-10,10742;-4,804774;5,479535;0,7155181;-24,78817;57,08567;9,205505
193,7151;1;0;0;-45,49363;0;0;225;-0,2093741;1,739958;0,3838314;329,806;345,5381;100,2261;-2,094579;1,905692;-0,8002645;3,330228;2,249504;-16,77496;-4,011243;9,890949;2,337654;22,4996;84,89994;0,1948303
198,0042;1;0;0;-45,44102;0;0;225;0,3261882;1,314397;0,4720547;33,4496;20,58092;352,6439;-1,651235;1,527269;1,217139;-23,01469;24,95437;1,549756;-4,195928;-5,646372;-0,01574584;-100,421;-81,78478;57,73973
198,0543;1;0;0;-45,54057;0;0;225;0,1703692;1,474845;0,4913756;10,44102;347,0191;350,7473;-2,60106;2,689584;0,5772736;-7,658678;17,97131;-24,31736;-6,130143;-10,04652;1,895725;-50,40058;-64,63034;42,63353
200,5004;1;0;0;-45,31805;0;0;270;0,09755678;1,262298;0,5142468;31,31884;16,72993;4,448884;-2,206051;-0,1660816;1,03853;-18,5873;5,5158;-3,642855;-0,4298725;-6,83428;0,7798193;-19,04623;-88,95474;13,31606
200,5531;1;0;0;-45,41691;0;0;270;-0,0801107;1,283552;0,5207823;27,35392;334,8572;0,9765885;-3,015065;0,2448842;0,4242499;-7,901097;9,644108;-21,00905;-2,203663;-11,1931;3,284915;-36,88398;-82,36967;55,63605
201,4063;1;0;0;-45,33157;0;0;90;0,2707572;1,828653;0,4501771;349,2748;20,41539;20,37821;1,693707;0,4601682;-0,360776;3,952535;-5,071441;-8,342217;0,7913738;8,329589;-1,368064;1,150215;62,96693;-17,39647
202,2536;1;0;0;-45,48127;0;0;180;0,3424306;1,230103;0,4989274;45,06608;30,52575;43,51452;0,378367;1,729971;1,592775;0,4860736;26,54095;2,635857;-4,79174;3,085877;-1,167778;-43,14196;11,04135;-51,89227
202,3035;1;0;0;-45,57992;0;0;180;0,360339;1,407773;0,5623978;17,25478;28,52196;39,78202;0,3386815;3,005589;1,259833;-3,565414;20,63007;-15,78026;-6,842127;5,431508;-0,2061199;-26,1538;61,16643;36,03193
202,3768;1;0;0;-45,73083;0;0;180;0,3538725;1,683956;0,5363427;337,465;28,89262;33,25172;-0,06026725;3,342294;-0,2516925;-4,34625;-11,45716;-17,08511;-7,289788;5,136337;-0,4166774;11,83928;-17,61096;8,968076
205,1979;1;0;0;-44,89278;0;0;0;0,0104361;1,744967;0,6364302;334,7228;6,956793;44,0329;-0,2020636;-1,666815;0,7525572;-1,793484;-17,39549;2,280703;1,724311;-1,663901;-0,1443536;12,07724;1,650843;-1,887737
205,2503;1;0;0;-44,99289;0;0;0;-0,01495335;1,564447;0,6796864;8,568561;1,666041;46,80344;-0,3916714;-2,821598;0,8035603;-3,847217;-26,45951;-5,410219;4,923038;-6,999651;0,01005322;82,76211;-157,6595;14,42452
207,2735;1;0;0;-45,47702;0;0;315;0,1609181;1,822808;0,5311663;355,1524;0,9004549;41,43716;-1,225044;-0,4761027;0,5198033;-6,611037;-11,66586;-2,927776;-0,2500377;-5,887798;2,116611;6,222252;-62,86355;31,37017
208,1987;1;0;0;-45,13878;0;0;180;-0,2812503;1,329527;0,579528;37,83601;339,875;51,97705;-0,7447334;1,521841;0,8970725;-1,084152;18,88766;0,2452359;-3,100659;2,963279;-0,06646747;-45,28894;31,82388;-77,12798
208,2491;1;0;0;-45,23745;0;0;180;-0,312238;1,487892;0,6109729;13,05982;338,6865;43,69927;-0,636083;2,446239;0,6871459;5,535058;15,67546;-9,415743;-5,023791;4,805679;-0,883404;-33,229;44,56633;17,74207
208,3005;1;0;0;-45,3389;0;0;180;-0,3098348;1,658524;0,5929013;347,1926;341,433;40,97061;-0,2045418;2,931309;0,0229703;9,670825;0,8915383;-14,27104;-5,704318;5,963016;-0,381946;-12,85557;22,02607;5,151415
211,426;1;9,536743E-07;0;-44,97637;-9,8598E-08;-4,084064E-08;45,00002;-0,7082596;1,257804;0,3232765;26,05181;294,3514;15,14659;0,09952193;-1,370943;0,4021887;6,840156;-11,03614;3,192026;4,351937;0,9867207;-0,6831779;62,20387;11,79803;2,525295
211,9014;1;-9,536743E-07;0;-45,06486;0;0;0;-0,7232187;1,775289;0,3090252;335,7131;295,7665;63,39508;-0,9279124;-0,6292321;-0,3602394;-4,253222;-25,03388;1,751846;0,9901569;-4,29354;1,063557;48,14949;-70,43733;-42,191
211,9521;1;-9,536743E-07;0;-45,1637;0;0;0;-0,76537;1,624846;0,2959076;13,83454;297,0693;72,36766;-0,8633441;-1,967559;-0,3058209;9,45733;-25,98495;-0,817533;3,39358;-9,017307;1,88704;38,4505;-81,22961;46,2059
211,9793;1;-9,536743E-07;0;-45,21464;0;0;0;-0,7568173;1,525106;0,2856238;31,70467;300,51;80,52489;-0,4685022;-2,618451;-0,3349723;17,97524;-19,50813;-1,492987;3,52692;-10,27864;2,225738;1,969812;-43,67981;5,721801
213,9772;1;9,536743E-07;0;-44,85907;0;0;0;-0,950084;1,774542;0,003113569;332,3087;275,1389;52,76722;-0,6343092;-1,106971;-0,1600355;1,730829;-14,35473;-0,2988126;1,388659;-2,201741;-0,8070756;18,47643;-20,80408;-25,46745
214,0275;1;9,536743E-07;0;-44,9601;0;0;0;-0,9653353;1,648695;-0,009852561;357,3449;270,794;56,86433;-0,4266167;-1,956255;-0,2238325;7,893943;-19,09505;-1,18633;2,763176;-5,962492;0,08927055;22,40329;-93,19545;53,91662
214,078;1;9,536743E-07;0;-45,0607;0;0;0;-0,936269;1,470579;-0,02444224;40,36692;271,6788;69,34652;0,1892505;-2,869024;-0,2743467;20,06762;-12,86107;-0,462016;4,768665;-10,50263;1,86752;20,82849;-23,09461;75,12177
215,105;1;-1,430511E-05;0;-45,25124;-1,171565E-06;-5,059429E-06;135;-0,7937748;1,225618;-0,1625472;37,73606;264,752;45,8575;-1,207183;0,8407984;0,5677707;-3,236479;11,56795;7,679528;-1,343423;4,888054;-0,5595556;-6,053204;67,7552;-44,39265
216,3516;1;1,525879E-05;0;-44,85447;-6,394885E-13;6,830189E-06;180;-0,8530657;1,30464;-0,3451293;37,29342;247,2874;23,10779;-1,199091;1,99713;-0,872424;7,934668;14,54489;0,2209536;-5,365078;1,299477;-0,1696097;-30,80921;-15,05218;2,997949
216,4018;1;1,525879E-05;0;-44,95453;-6,394885E-13;6,830189E-06;180;-0,8673643;1,461635;-0,3777677;20,10816;239,7413;16,42858;-0,6453695;2,632069;-0,7114004;12,00468;10,50062;7,234686;-5,999475;0,4363959;-0,5473035;-12,70196;-17,66539;-17,48475
216,4787;1;1,525879E-05;0;-45,10601;-6,394885E-13;6,830189E-06;180;-0,8243987;1,703731;-0,3655398;344,6677;242,3074;21,13375;0,3120036;2,979102;-0,01431842;12,64888;-3,83687;8,934142;-7,201145;2,604069;0,6178203;-11,29606;7,344901;-9,028623
220,9291;1;-2,861023E-06;0;-45,06812;8,142221E-13;-1,52466E-19;180;-0,8744097;1,288829;-0,4296906;25,86214;246,0894;48,78191;-1,243794;2,184136;-1,345156;5,687771;25,98516;3,352665;-4,35268;5,156635;-3,76026;-60,77231;15,9505;-131,4017
220,9511;1;-2,861023E-06;0;-45,11761;8,142221E-13;-1,52466E-19;180;-0,8948726;1,383302;-0,4540856;14,12475;246,6572;41,64213;-1,063659;2,729159;-1,17945;11,24339;22,77495;11,33945;-4,892763;5,705837;-3,796319;-22,40556;25,32238;-0,9918727
221,0264;1;-2,861023E-06;0;-45,26166;8,142221E-13;-1,52466E-19;180;-0,8549274;1,670116;-0,441507;334,6531;245,5888;33,52868;0,2538722;3,342731;-0,07691111;15,22721;-9,586685;13,53683;-6,748562;5,453111;-1,900131;-9,27073;-39,20241;-13,05512
223,2279;1;-1,049042E-05;0;-44,61761;0;0;0;-0,6551601;1,741573;-0,788081;339,4147;213,7696;36,24995;-0,1290537;-1,500874;-0,7107988;0,9861762;-11,37205;0,6531047;2,479522;-2,291559;0,1868874;22,98295;-22,14944;18,20721
223,2783;1;-1,049042E-05;0;-44,71805;0;0;0;-0,6524844;1,610488;-0,8136214;357,8868;212,5835;40,22687;-0,003412778;-2,159258;-0,5686229;4,679543;-14,42348;5,016061;3,805929;-3,778384;0,4564597;27,59151;-38,7652;-8,613514
223,329;1;-1,049042E-05;0;-44,81821;0;0;0;-0,6290997;1,433403;-0,8094649;31,2754;211,1771;54,06971;0,2813933;-2,952141;-0,157853;5,648377;-15,3501;13,04604;5,909697;-7,417004;2,604082;58,80109;-78,1519;62,07254
