Time;Cube Type;Cube Pos;;;Cube Rot;;;Controller Pos;;;Controller Rot;;;Controller Velocity;;;Controller Acceleration;;;Controller Angular Velocity;;;Controller Angular Acceleration;;
168,9781;0;0;0;-45,38243;0;0;180;-0,763307;1,55584;0,4475889;5,012992;327,6504;312,1149;-0,1307981;2,613616;0,9900848;4,51732;6,678524;-13,82961;-6,614354;-4,754811;-1,4162;4,297039;-17,47836;45,26284
169,0391;0;0;0;-45,50219;0;0;180;-0,7544775;1,724545;0,4499663;348,5041;331,9272;327,7999;0,08076074;2,554954;0,1712909;2,265961;-6,510188;-11,4072;-4,953793;-2,202909;2,48032;18,48479;39,80135;10,01053
170,4771;0;0;0;-45,65339;0;0;90;-0,8275426;1,442044;0,4385324;22,95467;333,563;317,4362;1,36962;0,521169;0,6138244;17,82764;-18,35161;-12,58176;-4,631227;4,495172;-3,775496;-6,298997;87,44469;-33,9208
171,8168;0;0;0;-45,49998;0;0;225;-0,3762919;1,256023;0,4561538;43,474;356,1124;338,7086;-0,08138809;1,291142;1,028934;-6,630471;14,478;-0,3958395;-5,068371;-3,191548;1,173865;-57,1262;-29,97002;57,77691
172,7888;0;0;0;-45,33671;0;0;315;-0,3777525;1,38289;0,4436526;29,16703;5,019859;318,1656;-0,1639156;-1,455617;0,1399378;-9,345616;-6,745645;-1,576047;5,335793;2,508681;-0,7729694;52,29075;-14,31049;-14,18924
173,3406;0;0;0;-45,40429;0;0;270;-0,3664103;1,795324;0,4261118;340,6671;3,566057;314,2484;-1,078599;0,9028515;0,2799511;-10,46414;-2,214191;0,1537903;2,390295;-5,766923;0,7909245;33,37715;-42,09317;20,61663
173,7897;0;0;0;-45,03038;0;0;0;-0,467382;1,815498;0,4599357;335,3048;355,5169;330,722;0,03563599;-1,212294;0,8570883;-2,922682;-13,71072;2,949444;3,47835;1,470313;0,004468217;46,00954;-8,764729;-3,304163
173,8557;0;0;0;-45,16304;0;0;0;-0,4667685;1,66162;0,5114295;2,431657;356,0283;328,3826;0,02556972;-2,268221;0,7610462;0,6987536;-16,16905;-7,443174;6,003618;3,885375;-0,4648095;39,37769;47,08487;-34,34591
173,8896;0;0;0;-45,23441;0;0;0;-0,4656765;1,545858;0,5183347;20,86373;356,3028;325,8395;0,01816679;-2,724064;0,3901736;-0,5299216;-10,36921;-13,50744;6,548451;4,602427;-0,382027;5,638387;14,39139;17,77273
174,5143;0;0;0;-45,23299;0;0;315;-0,6658525;1,400802;0,481516;17,47613;338,5841;312,1759;-1,110086;-0,5336697;0,1362335;-2,491242;-16,13035;-4,923379;4,191444;-1,26441;0,7055326;72,88498;24,15466;-10,41768
176,1023;0;0;0;-45,13661;0;0;45,00002;-0,7547138;1,672116;0,5031804;3,292005;340,6812;339,08;-0,01112923;0,01891829;0,5140198;7,370097;-14,4879;-0,1871884;1,197496;3,740232;-2,264952;42,24606;65,25055;-100,2734
177,3991;0;0;0;-45,25387;0;0;180;-0,7260414;1,357809;0,5467148;38,29757;332,9258;316,3772;-0,5698084;1,943057;1,56164;-0,9356378;21,06431;-1,018404;-4,332155;-3,41294;1,912743;-63,42889;-46,79954;54,57937
177,4485;0;0;0;-45,35801;0;0;180;-0,7497103;1,534771;0,5953853;15,5431;332,0048;328,899;-0,4880282;2,848921;1,120926;4,463193;13,11769;-15,20097;-5,562371;-4,465861;2,827443;-20,57706;-10,0706;0,6057959
177,5225;0;0;0;-45,50286;0;0;180;-0,7287142;1,772891;0,5649994;347,1843;342,0769;332,3877;0,1445096;2,917188;-0,08300681;7,838196;-10,86889;-12,54905;-6,571378;-1,706542;0,2027828;3,214635;55,08054;-57,78716
177,8736;0;0;0;-45,31686;0;0;0;-0,577886;1,840356;0,4649225;358,5576;6,154991;299,5575;0,07118595;-0,4750048;0,09938369;-0,5781722;-13,27695;3,704786;1,616582;2,539188;-1,140255;47,9151;54,42186;-16,3641
178,4754;0;0;0;-45,34753;0;0;225;-0,7253036;1,794441;0,3814482;355,8916;347,3477;291,2763;-0,7301466;0,4000753;0,4159757;-6,911746;20,36377;-3,223333;1,658316;-4,269311;0,6978785;11,41833;-85,35674;48,32806
178,9693;0;0;0;-45,31137;0;0;315;-0,577056;1,826496;0,4820111;356,2242;7,242437;296,1164;-0,1068939;-1,583988;1,206727;-21,91442;-17,71127;8,217271;4,356952;4,603896;-0,3503685;114,8402;24,03167;-38,6089
179,0196;0;0;0;-45,4105;0;0;315;-0,6804373;1,678186;0,5392077;22,38044;339,42;283,4608;-1,191863;-2,309941;1,097446;-17,06171;-6,420032;-13,22252;8,269914;5,086688;-1,659474;38,8873;-8,782941;-33,0042
179,9492;0;0;0;-45,40159;0;0;180;-0,7922249;1,796874;0,4741579;355,3116;338,7017;327,4313;0,2814402;2,185129;-0,08286954;1,099805;0,8918693;-11,15192;-5,658582;-3,489564;0,5001187;-10,68092;-17,47925;5,456866
180,5177;0;0;0;-45,62265;0;0;180;-0,5144764;1,294415;0,3217937;51,69844;15,23173;339,5713;1,001214;1,680172;1,28339;-16,95973;37,01381;20,00981;-5,926872;-1,043071;1,209488;-84,07928;-32,27488;29,54147
180,5527;0;0;0;-45,68122;0;0;180;-0,5210895;1,430544;0,3960202;29,25255;8,84833;335,3739;0,2193143;2,881107;1,670873;-24,88067;28,0472;-0,4807726;-7,634569;-4,447939;0,44039;-40,11802;-99,68194;-0,06967166
181,0262;0;0;0;-45,43187;0;0;180;-0,7797375;1,310509;0,3756519;41,69748;336,6969;333,9991;-0,5073917;2,140763;1,648127;-4,472577;40,0207;14,41605;-6,404679;-2,387199;3,380018;-84,79423;-29,79446;20,2041
181,0636;0;0;0;-45,50463;0;0;180;-0,8041743;1,48849;0,4471461;16,51772;339,3202;329,2815;-0,5760268;3,626571;1,719722;1,246657;35,18235;-12,65735;-8,67489;-4,328843;-0,1535831;-48,96495;-58,81096;-33,9217
181,1133;0;0;0;-45,60385;0;0;180;-0,8085349;1,7565;0,4466197;348,2332;336,4138;343,7614;-0,1717569;4,68943;0,3894617;15,10997;3,171971;-34,20571;-9,066785;-4,169191;2,422709;-19,27371;19,22328;-20,65701
181,6993;0;0;0;-45,88103;0;0;180;-0,7676097;1,182412;0,1877348;43,22043;338,0745;335,2996;-0,3251463;1,489293;1,532963;-11,63457;26,91959;8,597296;-6,920432;-3,290726;3,94096;-84,87096;-43,06298;-102,7863
182,5786;0;0;0;-45,5027;0;0;45,00002;-0,3230725;1,410645;0,2661193;16,2908;14,92043;336,9989;1,635392;-0,261973;-0,09428119;9,315996;-11,25642;-8,313986;-2,037804;3,200988;-2,338983;-10,64624;45,29926;-56,51191
183,4799;0;0;0;-45,67193;0;0;0;-0,3986854;1,848199;0,2793159;330,9274;4,168808;329,8618;0,09336207;-0,8098058;0,2586279;3,64158;-31,56849;5,486287;2,43527;3,01302;-0,1047898;28,17965;56,58289;9,516201
183,5411;0;0;0;-45,79973;0;0;0;-0,3856883;1,659931;0,3084265;2,904079;10,16424;326,564;0,1592003;-2,643279;0,3828211;-0,9776402;-26,51402;-4,644914;6,112666;5,947429;0,6030403;70,20699;48,543;41,88685
183,5893;0;0;0;-45,89443;0;0;0;-0,3838941;1,456008;0,2895475;35,46836;15,3124;328,5682;0,04307128;-3,614818;-0,2133886;-5,328007;-11,61288;-18,46618;7,586898;7,330626;1,01667;7,181005;31,23899;15,69157
184,5904;0;0;0;-45,48381;0;0;180;-0,6714044;1,315374;0,3941781;40,06767;331,2647;326,0638;-0,7898289;2,034539;1,676543;-0,951405;20,40578;-4,796782;-5,497868;-3,260548;2,750362;-44,37863;1,78707;57,19817
184,6275;0;0;0;-45,56203;0;0;180;-0,7004409;1,436989;0,4386221;23,19815;331,9825;329,6835;-0,7615577;2,703943;1,318387;2,383991;14,28888;-13,2983;-6,308212;-3,99378;1,388174;-18,95376;-21,1365;-53,04924
184,7155;0;0;0;-45,73259;0;0;180;-0,7261686;1,719011;0,4380963;347,5653;329,0691;333,7348;-0,2296621;2,9741;-0,05416539;6,879033;-6,679718;-13,79645;-5,961056;-3,323691;0,5049902;2,529462;33,41571;1,310105
185,8653;0;0;0;-45,36307;0;0;270;-0,6888875;1,286677;0,4529952;34,9121;343,9409;299,9304;-0,9438183;-1,496449;-0,1921247;-11,49601;8,067981;-4,873041;5,305057;0,1822012;0,6084047;48,31192;-38,43701;41,70681
186,9784;0;0;0;-45,29916;0;0;180;-0,7518048;1,336929;0,4741537;25,92576;334,9655;338,0497;-0,4240868;1,929392;1,327127;5,600416;10,51057;-8,192674;-5,629383;-2,66785;1,902551;-11,09013;29,02666;22,8567
187,0164;0;0;0;-45,37939;0;0;180;-0,7533141;1,430219;0,5013791;14,03131;339,1655;341,8586;-0,1807074;2,190861;0,9305207;5,874846;2,288517;-11,10571;-5,741334;-1,413051;0,7920045;3,741027;13,05212;-55,77904
187,5177;0;0;0;-45,52711;0;0;90;-0,4123975;1,555002;0,4309212;10,84779;1,534249;348,8472;1,912219;-0,3571215;0,003355225;14,34264;6,562522;-16,17491;-0,08271163;10,70105;-4,98781;-39,66074;93,98765;-46,32444
187,5538;0;0;0;-45,60239;0;0;90;-0,3232431;1,551347;0,3871409;8,700782;21,31722;345,4205;2,085587;-0,1545791;-0,6566917;-2,358128;4,220955;-14,8932;-2,0965;9,802014;-2,438659;-44,23734;-46,93077;66,24533
190,9147;0;0;0;-45,36955;0;0;270;-0,2703376;1,834715;0,4487143;344,4978;25,86644;284,8207;-1,350342;0,7664335;0,5136077;-14,91697;-4,167918;2,471299;2,853399;-1,9086;-0,5625942;28,83901;-21,90906;-3,522615
190,9534;0;0;0;-45,44846;0;0;270;-0,3546222;1,85551;0,4712729;340,3052;13,8491;287,5327;-1,907766;0,6233243;0,5119084;-13,96283;-3,158283;-3,040796;3,88034;-2,787758;-0,7749047;27,72261;-22,59324;-4,768946
191,0399;0;0;0;-45,6214;0;0;270;-0,595318;1,888026;0,4649677;333,4464;337,6168;306,5831;-2,654482;0,2982007;-0,247116;-1,283828;-6,434422;-12,00765;5,025677;-4,053585;0,4685564;-2,713427;-1,311011;30,26833
194,1411;0;0;0;-45,26958;0;0;270;-0,1377755;1,530236;0,3949263;3,638384;18,18584;281,8573;-0,8127391;1,264918;0,7122445;-24,45513;1,194573;2,271573;2,679017;-4,008232;1,38556;12,07739;-80,18092;89,66783
194,1909;0;0;0;-45,36947;0;0;270;-0,2677075;1,58118;0,4363585;353,2193;359,4787;292,5923;-2,229419;0,9883764;0,7157536;-30,02911;-12,47122;-1,872434;4,523643;-5,544341;2,056666;55,24195;-28,29232;-17,19185
194,2407;0;0;0;-45,46764;0;0;270;-0,4623169;1,582567;0,4561832;351,4598;329,7368;299,265;-3,4137;0,1964952;0,3305419;-13,55679;-19,56739;-14,00804;7,67556;-5,073151;0,8697361;48,94608;41,11833;7,250638
194,8159;0;0;0;-45,6059;0;0;270;-0,2143499;1,843333;0,2723836;330,7543;27,26197;277,0821;-1,705114;0,6444539;0,7171448;-21,57411;-5,922931;6,302089;5,378073;-2,823519;-0,3094929;66,24523;-4,071733;-6,064375
194,8539;0;0;0;-45,68491;0;0;270;-0,3252623;1,851852;0,3097256;330,72;4,700595;283,2795;-2,482096;0,3410268;0,8064375;-18,29057;-8,930717;-3,273133;7,629025;-2,012506;-1,808641;59,64165;19,64222;-51,57165
194,905;0;0;0;-45,78789;0;0;270;-0,497451;1,844159;0,3220626;334,4418;335,7812;294,3877;-3,126786;-0,07410546;0,232532;-4,653776;-7,896735;-17,0097;8,312302;-1,488805;-0,8699774;-10,17847;16,97996;70,26579
195,4659;0;0;0;-45,61773;0;0;45,00002;-0,4911895;1,372597;0,3674935;23,47874;346,8122;346,8355;1,330818;-2,252181;0,513845;5,180011;-5,156073;-11,59454;4,811839;5,534791;-0,01125859;23,81271;19,5166;-28,0117
199,9162;0;0;0;-45,30239;0;0;45,00002;-0,3430863;1,541716;0,4306876;352,0582;338,9533;341,3301;0,9389134;-1,084374;0,3178301;13,53846;-9,676773;-0,6643586;1,158588;3,228014;-0,2443435;-19,15594;61,40572;-23,8743
200,0025;0;0;0;-45,46597;0;0;45,00002;-0,1808997;1,355859;0,399987;22,35199;19,75386;323,2361;1,682339;-2,005094;-0,4363265;-1,946968;-4,220452;-18,0673;0,5509369;9,953483;-2,786571;-44,92427;27,28295;-20,84565
201,4522;0;0;0;-45,43402;0;0;90;-0,3729022;1,338278;0,4678449;23,97165;349,4457;321,9266;1,279774;-0,07403241;0,3730568;7,42646;-5,276222;-7,007197;-3,168221;4,70414;-4,531664;-23,42737;76,57814;-60,44292
202,9786;0;0;0;-45,40031;0;0;180;-0,316391;1,282611;0,4555706;44,05521;338,2466;340,322;-0,1025662;2,224614;1,379861;5,443682;24,16064;-4,984558;-6,984555;-1,563169;4,736522;-96,92799;72,84402;67,81693
203,0279;0;0;0;-45,50587;0;0;180;-0,311653;1,466122;0,4909819;15,31639;353,5901;346,8846;0,009412483;3,137647;0,8298585;-1,562368;10,70407;-16,68131;-9,721757;-0,2885436;0,08300946;-36,30309;-25,08545;-126,6439
203,0891;0;0;0;-45,62402;0;0;180;-0,32209;1,674736;0,462558;345,1478;353,3292;345,0165;-0,1620944;3,15884;-0,1837817;-2,796407;-7,559607;-15,05035;-8,341634;-1,782001;-0,0376703;25,41136;-14,83773;22,6004
206,6725;0;0;0;-45,18877;0;0;45,00002;-0,4382121;1,819254;0,4870577;346,8805;342,5383;331,7055;0,1927733;-0,6509321;0,5265892;2,142233;-11,77237;2,187091;2,206051;3,432116;-0,8633844;24,74122;28,58013;-44,77899
208,7984;0;0;0;-45,07309;0;0;135;-0,7425092;1,32675;0,3958684;28,07558;331,7331;326,6785;0,3030976;1,438975;1,416108;9,782383;4,894645;-4,931815;-5,590162;1,350113;-0,7602289;-13,91666;26,87127;-10,69112
208,9014;0;0;0;-45,27862;0;0;135;-0,6477444;1,500189;0,4444998;4,216168;350,9904;321,7303;0,7616076;1,646124;0,5591539;-0,6764242;-0,817777;-8,819337;-5,202709;0,2556066;-1,397619;11,02892;-19,64034;12,9086
209,8525;0;0;0;-45,28095;0;0;270;-0,8148335;1,309812;0,03954085;27,79804;292,3653;299,3596;-1,177912;-0,1663039;-1,017609;-2,877923;1,429288;-7,232206;4,189868;-3,257656;1,800493;31,05606;-34,60275;2,519576
210,55;0;9,536743E-07;0;-45,10916;0;0;270;-0,6787662;1,599933;0,2101961;1,248713;324,2751;312,2849;-1,339892;0,1799947;-0,8364092;-10,07213;-4,411644;-10,11992;2,527625;-3,814754;0,09493136;28,09368;-33,28921;-24,98323
210,5757;0;-9,536743E-07;0;-45,15746;0;0;270;-0,7302469;1,596369;0,1716801;0,3368891;314,3231;310,8933;-1,563672;0,06438027;-1,106674;-6,956881;-4,070524;-10,93795;3,317274;-4,263207;-0,4484553;33,26276;-16,37758;-20,38216
210,6536;0;-9,536743E-07;0;-45,3105;0;0;270;-0,8720844;1,576201;0,008028241;2,417199;283,3373;318,2707;-1,677874;-0,2218894;-1,998448;4,429346;-4,441409;-10,21023;4,544323;-5,154416;0,4816984;9,867542;-19,41987;-19,79747
212,7266;0;-2,861023E-06;0;-44,62355;0;0;0;-0,9374657;1,79181;-0,1833301;336,5517;277,2512;329,3257;-0,4426564;-1,179615;-0,03244253;-2,351874;-12,02726;-2,507705;2,845073;1,681184;-0,1223974;16,27672;11,18036;4,53085
212,8019;0;-2,861023E-06;0;-44,77152;0;0;0;-0,9764192;1,611348;-0,205001;359,8156;269,7336;331,0219;-0,4499753;-2,146801;-0,2284034;3,60099;-14,26617;-0,644365;5,023301;1,538124;0,29466;31,64999;11,77181;18,35496
212,8551;0;-2,861023E-06;0;-44,87791;0;0;0;-0,9710037;1,441199;-0,2141065;24,78261;273,1815;322,5645;-0,06464958;-2,87624;-0,2021734;11,57504;-9,783564;-1,791242;5,855229;4,695364;-1,282025;16,52199;72,26982;-16,86186
213,4274;0;-4,768372E-06;0;-44,89685;-5,857827E-07;-2,529715E-06;135;-1,044526;1,640839;-0,5988525;1,805916;241,65;328,9985;-0,466083;2,231869;-0,01185078;10,85311;1,169565;4,227611;-5,478863;-2,614281;1,269719;-7,825997;-11,57512;-18,69406
214,4792;0;2,861023E-06;0;-44,88503;0;0;0;-0,7369168;1,835529;-0,6912559;335,1614;238,9118;331,8171;-0,8917569;-1,454842;-0,8608863;0,4514771;-11,2175;-4,24891;3,812355;1,268722;-0,6829875;19,08156;-25,30397;-22,07292
214,5512;0;2,861023E-06;0;-45,03342;0;0;0;-0,787934;1,632084;-0,7731386;7,219665;231,568;336,9198;-0,6601124;-2,483962;-0,9780834;7,578978;-16,4001;3,13134;6,897594;1,793009;0,8034716;50,00086;16,77542;21,18163
214,6018;0;2,861023E-06;0;-45,13313;0;0;0;-0,7752201;1,451537;-0,7968742;30,77735;228,0434;330,0214;-0,0597725;-3,119539;-0,629722;15,99154;-7,95233;9,574796;7,226346;2,569749;-0,6604086;-19,30477;16,0519;-36,00975
219,9758;0;-3,33786E-05;0;-44,8203;0;0;180;-0,3935178;1,826502;-0,8670413;357,1685;212,1034;352,4408;0,08762109;1,762835;0,1182003;4,032368;4,717829;5,140966;-5,144031;-0,4000306;-0,2721717;-35,29519;-2,671153;22,2525
221,4277;0;-1,049042E-05;0;-45,03092;0;0;180;-0,3134467;1,804316;-0,7698258;349,0469;208,4361;2,030794;0,1137901;2,490485;0,123092;6,116531;-6,765096;8,757656;-6,841302;0,4047557;-1,773943;13,7812;-36,43174;-20,96967
224,3031;0;-2,574921E-05;0;-44,96598;4,07111E-13;3,811648E-20;180;0,02376983;1,302617;-1,10638;20,09216;170,1547;353,8052;0,208861;1,474666;-0,8701009;-0,125048;8,755475;2,189021;-5,862776;-0,9514097;2,711717;-17,03694;4,745406;-8,81485
