Time;Heart Rate
156,8658;0
156,8789;0
156,8908;0
156,9017;0
156,9143;0
156,9266;0
156,9394;0
156,9522;0
156,9649;0
156,9767;0
156,9893;0
157,0021;0
157,0146;0
157,0272;0
157,0393;0
157,0524;0
157,0654;0
157,0772;0
157,0893;0
157,1022;0
157,1149;0
157,1273;0
157,1397;0
157,1522;0
157,1646;0
157,1781;0
157,1904;0
157,2029;0
157,2155;0
157,2275;0
157,2397;0
157,2521;0
157,2652;0
157,2771;0
157,2901;0
157,3024;0
157,3147;0
157,3273;0
157,3402;0
157,3537;0
157,3671;0
157,3782;0
157,39;0
157,4018;0
157,4145;0
157,427;0
157,4414;0
157,4525;0
157,4647;0
157,4768;0
157,4893;0
157,5025;0
157,5145;0
157,527;0
157,5396;0
157,5519;0
157,5646;0
157,5779;0
157,5899;0
157,602;0
157,6148;0
157,6273;0
157,6396;0
157,6528;0
157,6663;0
157,6796;0
157,6899;0
157,7021;0
157,7141;0
157,7269;0
157,7398;0
157,7523;0
157,7647;0
157,7774;0
157,79;0
157,8021;0
157,8155;0
157,8276;0
157,8404;0
157,8525;0
157,8668;0
157,8775;0
157,8894;0
157,9022;0
157,9144;0
157,9272;0
157,9397;0
157,9521;0
157,9647;0
157,9779;0
157,9904;0
158,0033;0
158,0151;0
158,0271;0
158,0396;0
158,0522;0
158,0649;0
158,0772;0
158,0902;0
158,1029;0
158,1151;0
158,1275;0
158,1434;0
158,1549;0
158,1685;0
158,1813;0
158,1936;0
158,2067;0
158,2205;0
158,2325;0
158,2451;0
158,2576;0
158,2708;0
158,2828;0
158,2985;0
158,3126;0
158,3343;0
158,3461;0
158,3591;0
158,3709;0
158,3837;0
158,3963;0
158,4087;0
158,421;0
158,4334;0
158,4476;0
158,4614;0
158,4729;0
158,4836;0
158,4951;0
158,5067;0
158,5191;0
158,5322;0
